instance,solver,rate reason-deletions,rate time,rate d-time
dist5.c,Lingeling@default,4890,684.01,753.51
dist9.c,Lingeling@default,4600,596.73,666.42
T122.2.0,CaDiCaL@DONTUNZIP-fixed,11640,942.66,1012.67
gto_p60c234,smallsat@default,3,4301.93,4373.06
Nb37T6,smallsat@default,2,1237.72,1309.30
Nb54T6,MapleLCMDistChronoBT@default,0,1020.11,1091.92
Nb45T6,Maple_CM_ordUIP+@default,0,703.16,776.38
Nb52T6,Maple_CM_ordUIP@default,0,828.53,901.89
uniqinv40prop,Sparrow2Riss-2018-fixfix@MAIN,362,5232.87,5307.70
prime_119218851371,Lingeling@default,942,492.17,567.30
gto_p60c243,CaDiCaL@DONTUNZIP-fixed,31,1267.88,1343.26
T116.2.0,CaDiCaL@DONTUNZIP-fixed,8030,1401.60,1478.40
T105.2.0,smallsat@default,2989,1438.55,1516.80
Nb37T6,Maple_CM_ordUIP@default,0,434.88,514.08
Nb27T6,Maple_CM_Dist@default,0,288.17,371.72
mchess_15,Lingeling@default,0,1976.39,2060.41
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,14042,1385.54,1470.25
T103.2.0,CaDiCaL@DONTUNZIP-fixed,8005,908.36,993.26
T62.2.0,Lingeling@default,15,483.39,568.87
a_rphp055_04,Lingeling@default,0,2146.76,2234.82
a_rphp055_04,Riss7.1-fix@BVE_DRAT,32,792.30,881.37
gto_p60c239,glucose3.0@proofs,27,1742.75,1834.36
Nb42T6,abcdsat_r18@default,1,2844.42,2937.32
udiv40prop,CaDiCaL@DONTUNZIP-fixed,1152,3937.86,4031.53
dist7.c,CaDiCaL@DONTUNZIP-fixed,8872,468.03,563.65
T98.2.0,CaDiCaL@DONTUNZIP-fixed,10006,956.99,1052.84
Nb45T6,smallsat@default,0,2832.26,2928.21
e_rphp035_05,abcdsat_r18@default,0,2622.52,2721.01
dist5.c,CaDiCaL@DONTUNZIP-fixed,5881,489.10,589.38
gto_p60c235,Lingeling@default,3,589.03,689.96
Nb42T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,0,768.13,869.65
T92.2.0,Lingeling@default,48,834.44,939.02
Nb29T6,abcdsat_r18@default,1,2758.04,2863.94
uniqinv30prop,Riss7.1-fix@BVE_DRAT,147,6400.57,6507.47
gto_p60c238,abcdsat_r18@default,3,4765.35,4872.83
dist6.c,Lingeling@default,5073,587.83,699.27
Nb54T6,smallsat@default,0,4495.61,4609.44
dist8.c,Lingeling@default,4886,746.55,860.84
gto_p60c235,cms55-main-all4fixed@otherconf,20,1638.01,1752.41
gto_p60c231,glucose-3.0_PADC_10@default,21,1800.78,1917.34
Nb27T6,cms55-main-all4fixed@otherconf,0,736.09,853.69
uniqinv25prop,Lingeling@default,7,142.45,260.22
T77.2.0,CaDiCaL@DONTUNZIP-fixed,6210,1191.07,1315.31
gto_p60c241,Glucose_Hack_Kiel_fastBVE@default,27,1755.48,1880.18
e_rphp055_04,Sparrow2Riss-2018-fixfix@MAIN,30,782.09,911.41
Nb45T6,expMC_LRB_VSIDS_Switch@default,0,705.97,835.30
dist7.c,Lingeling@default,4378,600.63,738.22
by-X-2-7-100,CaDiCaL@DONTUNZIP-fixed,33366,6818.96,6959.40
T125.2.0,Lingeling@default,46,754.23,895.52
udiv40prop,Riss7.1-fix@BVE_DRAT,88,9005.52,9148.06
Nb27T6,Minisat-v2.2.0-106-ge2dd095@simp_proof,0,698.08,841.66
T125.2.0,CaDiCaL@DONTUNZIP-fixed,10043,872.20,1017.25
Nb29T6,cms55-main-all4fixed@glubreak,0,923.99,1069.45
sdiv15prop,smallsat@default,2,2893.50,3041.50
T116.2.0,Lingeling@default,83,1039.49,1188.50
gto_p60c234,varisat@default,0,3615.99,3766.99
assoc_mult_err_3.c,smallsat@default,208,380.27,531.98
a_rphp065_04,abcdsat_r18@default,7,3775.60,3942.73
gto_p60c234,glucose-3.0_PADC_3@default,21,4979.68,5151.15
e_rphp065_04,abcdsat_r18@default,9,7107.69,7280.76
gto_p60c231_1,glucose-3.0_PADC_3@default,21,1956.34,2131.15
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,45,1909.40,2084.58
T96.2.0,smallsat@default,1235,1486.72,1662.99
Nb37T6,Riss7.1-fix@BVE_DRAT,2694,2299.02,2479.74
Nb29T6,Riss7.1-fix@BVE_DRAT,2365,1499.21,1680.85
avg_true-unreach-call.i,Riss7.1-fix@BVE_DRAT,20901,1430.38,1613.21
gto_p60c231,Riss7.1-fix@BVE_DRAT,20,2946.59,3129.70
dist8.c,CaDiCaL@DONTUNZIP-fixed,9455,609.64,794.80
sdiv17prop,smallsat@default,5,11556.49,11742.40
uniqinv30prop,Sparrow2Riss-2018-fixfix@MAIN,147,6274.31,6460.44
dist7.c,abcdsat_r18@default,4,2735.64,2923.72
Problem14_label55_true-unreach-call.c,smallsat@default,1310,2104.90,2299.93
udiv35prop,CaDiCaL@DONTUNZIP-fixed,712,1375.33,1572.18
gto_p60c235,smallsat@default,3,7307.16,7505.33
dist10.c,Lingeling@default,4499,602.55,801.16
Nb42T6,cms55-main-all4fixed@glubreak,0,1603.70,1806.03
Nb44T6,abcdsat_r18@default,0,3614.49,3821.93
T62.2.0,CaDiCaL@DONTUNZIP-fixed,9563,922.73,1132.30
uniqinv25prop,Riss7.1-fix@BVE_DRAT,133,1853.49,2063.99
T116.2.0,smallsat@default,2365,949.48,1166.31
Nb39T6,smallsat@default,0,1756.36,1982.61
T107.2.0,smallsat@default,916,2065.41,2296.88
uniqinv20prop,Riss7.1-fix@BVE_DRAT,218,1034.18,1267.05
mchess_16,Lingeling@default,0,3583.90,3823.85
T122.2.0,smallsat@default,1163,2266.64,2517.15
dist6.c,smallsat@default,364,1312.42,1567.04
cz-3-7-7,CaDiCaL@DONTUNZIP-fixed,2670,4936.82,5191.86
Problem14_label20_true-unreach-call.c,abcdsat_r18@default,996,1042.31,1297.54
dist4.c,Lingeling@default,4738,637.98,901.41
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,22678,487.39,756.27
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,16517,4321.29,4590.17
Nb42T6,CaDiCaL@DONTUNZIP-fixed,2,883.91,1153.03
uniqinv40prop,Riss7.1-fix@BVE_DRAT,362,5211.11,5490.03
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,16749,3096.93,3376.98
ae_rphp055_04,Lingeling@default,0,2050.52,2334.08
e_rphp035_05,varisat@default,0,2485.54,2777.14
dist6.c,abcdsat_r18@default,12,2880.04,3179.44
uniqinv20prop,Sparrow2Riss-2018-fixfix@MAIN,218,987.94,1293.88
Nb29T6,Sparrow2Riss-2018-fixfix@MAIN,2365,1364.45,1670.80
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,18079,1654.86,1962.52
mchess_15,smallsat@default,0,2781.34,3105.77
gto_p60c233,glucose3.0@proofs,21,3917.79,4249.46
mchess_15,Sparrow2Riss-2018-fixfix@MAIN,0,2918.44,3254.02
gto_p60c241,Riss7.1-fix@BVE_DRAT,24,6085.67,6434.84
avg_true-unreach-call.i,Sparrow2Riss-2018-fixfix@MAIN,20901,1931.24,2281.25
quadratic_tight_error.c,CaDiCaL@DONTUNZIP-fixed,17239,1044.77,1400.19
Nb49T6,smallsat@default,0,2581.10,2947.57
a_rphp065_04,smallsat@default,0,5026.73,5406.08
mchess_15,Maple_CM_ordUIP+@default,0,3382.18,3767.32
ae_rphp055_04,smallsat@default,0,1774.42,2164.15
e_rphp035_05,smallsat@default,0,4276.64,4688.84
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,24617,1211.38,1624.92
Nb44T6,smallsat@default,0,3634.27,4054.70
Nb44T6,cms55-main-all4fixed@main,0,2002.13,2430.24
Nb44T6,cms55-main-all4fixed@glubreak,0,1837.37,2275.87
queen8_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,0,1929.60,2378.41
T62.2.0,Riss7.1-fix@BVE_DRAT,35939,2166.94,2617.76
dist10.c,Sparrow2Riss-2018-fixfix@MAIN,5509,2172.72,2636.36
Nb44T6,cms55-main-all4fixed@otherconf,0,1838.91,2334.42
avg_true-unreach-call.i,Lingeling@default,9865,1469.32,1973.32
mchess_15,abcdsat_r18@default,0,3460.32,3987.26
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,24617,1257.05,1800.76
gto_p60c243,Glucose_Hack_Kiel_fastBVE@default,27,5749.47,6321.05
dist10.c,Riss7.1-fix@BVE_DRAT,5509,2046.12,2621.17
T62.2.0,smallsat@default,1005,2155.76,2747.32
prime_200560490131,smallsat@default,108,1521.54,2129.04
prime_200560490131,abcdsat_r18@default,173,1546.27,2312.16
dist9.c,Sparrow2Riss-2018-fixfix@MAIN,6163,2310.94,3143.01
dist9.c,Riss7.1-fix@BVE_DRAT,6163,2318.22,3169.59
mchess_15,Riss7.1-fix@BVE_DRAT,0,2971.70,3863.91
mchess_16,glucose-3.0_PADC_10@default,0,7174.51,8092.51
prime_200560490131,varisat@default,0,1688.55,2794.94
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,3514,2000.10,3159.31
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,48,10476.20,12015.74
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,37259,2486.90,4126.08
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,37259,2548.76,4223.39
queen12_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,0,13046.95,14813.80
T129.2.0,smallsat@default,1542,2496.10,4312.90
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,49652,3522.68,5487.52
queen8_12.col.12,GHackCOMSPS_drup@ghack_drup,0,8441.05,10410.74
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,10878,9657.31,11732.30
