instance,solver,rate result,rate d-result,rate reason-deletions,rate time,rate d-time
T117.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,39753,970.47,864.14
T117.2.0,Lingeling@default,lrat-check pending,lrat-check pending,287,742.21,749.51
T117.2.0,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,24461,338.54,320.40
T117.2.0,smallsat@default,lrat-check pending,lrat-check pending,1678,2123.10,2041.21
T117.2.0,varisat@default,lrat-check pending,lrat-check pending,0,157.06,162.44
T122.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,11640,942.66,1012.67
T122.2.0,Lingeling@default,lrat-check pending,lrat-check pending,1373,1088.80,1083.63
T122.2.0,smallsat@default,lrat-check pending,lrat-check pending,1163,2266.64,2517.15
T125.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,10043,872.20,1017.25
T125.2.0,Lingeling@default,lrat-check pending,lrat-check pending,46,754.23,895.52
T125.2.0,smallsat@default,lrat-check pending,lrat-check pending,1786,3587.61,3580.75
T125.2.0,varisat@default,lrat-check pending,lrat-check pending,1,201.40,227.46
T129.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,40463,1499.63,1448.80
T129.2.0,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,114771,421.70,198.14
T129.2.0,smallsat@default,lrat-check pending,lrat-check pending,1542,2496.10,4312.90
T129.2.0,varisat@default,lrat-check pending,lrat-check pending,0,186.31,187.83
T56.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,37733,987.06,914.50
T56.2.0,Lingeling@default,lrat-check pending,lrat-check pending,631,954.81,1000.22
T56.2.0,smallsat@default,lrat-check pending,lrat-check pending,848,2048.06,1503.41
T56.2.0,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,11483,294.50,320.47
T56.2.0,varisat@default,lrat-check pending,lrat-check pending,0,172.83,193.67
T62.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,9563,922.73,1132.30
T62.2.0,Lingeling@default,lrat-check pending,lrat-check pending,15,483.39,568.87
T62.2.0,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,35939,2166.94,2617.76
T62.2.0,smallsat@default,lrat-check pending,lrat-check pending,1005,2155.76,2747.32
T77.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,6210,1191.07,1315.31
T77.2.0,Lingeling@default,lrat-check pending,lrat-check pending,401,852.56,905.02
T77.2.0,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,11143,311.61,374.11
T77.2.0,varisat@default,lrat-check pending,lrat-check pending,0,222.37,288.64
T82.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,10485,1248.66,1176.20
T82.2.0,Lingeling@default,lrat-check pending,lrat-check pending,55,244.13,251.71
T82.2.0,smallsat@default,lrat-check pending,lrat-check pending,1110,1606.31,1491.58
T82.2.0,varisat@default,lrat-check pending,lrat-check pending,2,241.06,257.51
T84.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,11615,1731.34,1305.50
T84.2.0,Lingeling@default,lrat-check pending,lrat-check pending,47,571.73,552.87
T86.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,37360,1003.22,978.17
T86.2.0,Lingeling@default,lrat-check pending,lrat-check pending,35,257.06,256.63
T86.2.0,smallsat@default,lrat-check pending,lrat-check pending,1391,1936.79,1817.30
T86.2.0,varisat@default,lrat-check pending,lrat-check pending,0,232.99,233.16
T87.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8849,790.44,646.22
T87.2.0,Lingeling@default,lrat-check pending,lrat-check pending,1886,590.40,576.30
T87.2.0,smallsat@default,lrat-check pending,lrat-check pending,973,2371.71,2138.77
T87.2.0,varisat@default,lrat-check pending,lrat-check pending,0,253.92,263.24
T90.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,51769,1533.91,1512.63
T90.2.0,Lingeling@default,lrat-check pending,lrat-check pending,66,680.07,682.29
T90.2.0,smallsat@default,lrat-check pending,lrat-check pending,2035,2842.55,2662.02
T92.2.0,CaDiCaL@DONTUNZIP-fixed,error,error,,37.50,36.48
T92.2.0,Lingeling@default,lrat-check pending,lrat-check pending,48,834.44,939.02
T92.2.0,smallsat@default,lrat-check pending,lrat-check pending,907,4080.78,3888.51
T92.2.0,varisat@default,lrat-check pending,lrat-check pending,0,187.33,192.08
T93.2.0,Lingeling@default,lrat-check pending,lrat-check pending,49,664.56,686.08
T93.2.0,smallsat@default,lrat-check pending,lrat-check pending,853,2335.15,2242.98
T96.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,10462,1137.03,1121.22
T96.2.0,Lingeling@default,lrat-check pending,lrat-check pending,18,569.66,619.41
T96.2.0,smallsat@default,lrat-check pending,lrat-check pending,1235,1486.72,1662.99
T96.2.0,varisat@default,lrat-check pending,lrat-check pending,0,196.25,199.25
T98.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,10006,956.99,1052.84
T98.2.0,Lingeling@default,lrat-check pending,lrat-check pending,4793,539.95,529.84
T98.2.0,smallsat@default,lrat-check pending,lrat-check pending,1060,1773.57,1672.23
T98.2.0,varisat@default,lrat-check pending,lrat-check pending,0,208.03,208.40
terminator_03_true-unreach-call_true-termination.i,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,39,56.70,57.18
terminator_03_true-unreach-call_true-termination.i,abcdsat_r18@default,lrat-check pending,lrat-check pending,46,258.54,257.46
terminator_03_true-unreach-call_true-termination.i,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,34,84.04,89.30
terminator_03_true-unreach-call_true-termination.i,smallsat@default,lrat-check pending,lrat-check pending,144,193.52,180.09
terminator_03_true-unreach-call_true-termination.i,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,34,85.96,86.67
udiv35prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,712,1375.33,1572.18
udiv35prop,Lingeling@default,lrat-check pending,lrat-check pending,226,7100.06,6715.46
udiv35prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,267,1840.17,1699.71
udiv35prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,267,1787.23,1703.42
udiv40prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,1152,3937.86,4031.53
udiv40prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,88,9005.52,9148.06
udiv40prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,88,9727.52,8804.66
uniqinv20prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,92,71.59,88.05
uniqinv20prop,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,90,42.63,40.91
uniqinv20prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,92,57.91,53.07
uniqinv20prop,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,91,44.87,43.65
uniqinv20prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,218,1034.18,1267.05
uniqinv20prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,218,987.94,1293.88
uniqinv25prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,206,2457.39,2495.29
uniqinv25prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,111,28.09,30.72
uniqinv25prop,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,113,23.70,26.32
uniqinv25prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,111,28.86,29.62
uniqinv25prop,Lingeling@default,lrat-check pending,lrat-check pending,7,142.45,260.22
uniqinv25prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,133,1853.49,2063.99
uniqinv25prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,133,1949.57,1824.77
uniqinv30prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,261,3391.40,3075.27
uniqinv30prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,133,53.18,49.41
uniqinv30prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,133,53.51,52.04
uniqinv30prop,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,132,51.53,51.58
uniqinv30prop,Lingeling@default,lrat-check pending,lrat-check pending,13,283.17,248.53
uniqinv30prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,147,6400.57,6507.47
uniqinv30prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,147,6274.31,6460.44
uniqinv40prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,170,77.43,81.33
uniqinv40prop,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,170,117.67,117.28
uniqinv40prop,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,170,131.53,133.58
uniqinv40prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,362,5211.11,5490.03
uniqinv40prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,362,5232.87,5307.70
uniqinv45prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,190,123.81,125.09
uniqinv45prop,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,190,464.26,492.74
uniqinv45prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,190,220.89,228.72
uniqinv46prop,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,194,117.47,120.81
uniqinv46prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,194,577.32,641.55
uniqinv46prop,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,196,330.08,344.37
uniqinv47prop,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,196,754.45,775.27
uniqinv47prop,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,198,304.65,308.85
uniqinv47prop,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,198,1054.30,1009.97
